"X","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","set"
44,-0.734186512877321,3.74608946308609,-0.522712098673473,0.883529426140053,-0.798888303725465,"test"
51,-1.61070628628085,3.84443426616169,-0.723046049670185,-0.00186449623054139,0.0929908871741303,"test"
93,-2.35308314246411,-2.29519282049687,-1.86978974076443,-0.800898182086968,1.52542626186822,"test"
95,-1.99542604016412,-2.13724318254631,-1.81714056582154,-0.438940213202954,1.26468990093281,"test"
96,-2.35308314246411,-2.29519282049687,-1.86978974076443,-0.800898182086968,1.52542626186822,"test"
4,-0.111608582407288,-1.78362998824882,-1.20664556581655,1.95321697069426,-1.42974124467875,"test"
12,9.32270897767757,0.214218439018263,2.69502104858873,-0.258634735186507,5.26887388541436,"test"
24,0.985430050879752,-0.0980771259546775,0.391735260062885,-2.64563761953631,-0.982002671010861,"test"
30,4.3454812515643,-1.52910112637712,-0.139225177026033,3.12895266581524,-2.33503396710977,"test"
32,4.34743079091482,-0.583788532487288,0.976929943389756,-0.736842871025471,-0.901419258348664,"test"
46,-1.84894001331358,3.40097872784039,-0.0748774258436425,-0.119423795889741,-0.376361349239309,"test"
54,1.29770716157837,2.9914276072016,-0.520982627318374,1.73469018156842,4.57458927510821,"test"
55,-0.995039564237898,2.09387659099204,-1.17720564613688,0.469324150435024,0.638456380590588,"test"
